Source Name	Characteristics [Organism]	Term Source REF	Description	Sample Name	Protocol REF	Extract Name	Material Type	Term Source REF	Protocol REF	Labeled Extract Name	Label	Material Type	Term Source REF	Protocol REF	Hybridization Name	Array Design REF	Term Source REF	Comment [Array Design URI]	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Comment [ArrayExpress Data Retrieval URI]	Protocol REF	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	Comment [Derived ArrayExpress Data Retrieval URI]	
GSE8192GSM201149	Homo sapiens	mo	HeLa shRHAU+ 90min 1:  This is the sample of HeLa-shRHAU cells with expression of short hairpin RNA, 90 min incubation with ActD. Strain: HeLa; Gender: Female	GSE8192GSM201149 sample	P-G8192-3	GSE8192GSM201149 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201149 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shRHAU+ 90min 1	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shRHAU+ 90min 1	GSM201149.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
GSE8192GSM201158	Homo sapiens	mo	HeLa shRHAU+ STV 2:  This is the sample of HeLa-shRHAU cells with expression of short hairpin RNA, cultured 24 hrs in serum-depleted medium. Strain: HeLa; Gender: Female	GSE8192GSM201158 sample	P-G8192-3	GSE8192GSM201158 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201158 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shRHAU+ STV 2	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shRHAU+ STV 2	GSM201158.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
GSE8192GSM201179	Homo sapiens	mo	HeLa shLuc- 30min 1:  This is the sample of HeLa-shLuc cells without expression of short hairpin RNA, 30 min incubation with ActD. Strain: HeLa; Gender: Female	GSE8192GSM201179 sample	P-G8192-3	GSE8192GSM201179 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201179 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shLuc- 30min 1	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shLuc- 30min 1	GSM201179.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
GSE8192GSM201135	Homo sapiens	mo	HeLa shRHAU- 120 min 1:  This is the sample of HeLa-shRHAU cells without expression of short hairpin RNA, 120 min incubation with ActD. Strain: HeLa; Gender: Female	GSE8192GSM201135 sample	P-G8192-3	GSE8192GSM201135 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201135 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shRHAU- 120 min 1	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shRHAU- 120 min 1	GSM201135.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
GSE8192GSM201147	Homo sapiens	mo	HeLa shRHAU+ 30min 1:  This is the sample of HeLa-shRHAU cells with expression of short hairpin RNA, 30 min incubation with ActD. Strain: HeLa; Gender: Female	GSE8192GSM201147 sample	P-G8192-3	GSE8192GSM201147 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201147 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shRHAU+ 30min 1	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shRHAU+ 30min 1	GSM201147.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
GSE8192GSM201183	Homo sapiens	mo	HeLa shLuc- 90min 1:  This is the sample of HeLa-shLuc cells without expression of short hairpin RNA, 90 min incubation with ActD. Strain: HeLa; Gender: Female	GSE8192GSM201183 sample	P-G8192-3	GSE8192GSM201183 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201183 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shLuc- 90min 1	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shLuc- 90min 1	GSM201183.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
GSE8192GSM201177	Homo sapiens	mo	HeLa shLuc+ 0min 3:  This is the sample of HeLa-shLuc cells with expression of short hairpin RNA. Strain: HeLa; Gender: Female	GSE8192GSM201177 sample	P-G8192-3	GSE8192GSM201177 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201177 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shLuc+ 0min 3	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shLuc+ 0min 3	GSM201177.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
GSE8192GSM201152	Homo sapiens	mo	HeLa shRHAU- STV 2:  This is the sample of HeLa-shRHAU cells without expression of short hairpin RNA, cultured 24 hrs in serum-depleted medium. Strain: HeLa; Gender: Female	GSE8192GSM201152 sample	P-G8192-3	GSE8192GSM201152 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201152 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shRHAU- STV 2	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shRHAU- STV 2	GSM201152.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
GSE8192GSM201153	Homo sapiens	mo	HeLa shRHAU- 30min 2:  This is the sample of HeLa-shRHAU cells without expression of short hairpin RNA, 30 min incubation with ActD. Strain: HeLa; Gender: Female	GSE8192GSM201153 sample	P-G8192-3	GSE8192GSM201153 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201153 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shRHAU- 30min 2	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shRHAU- 30min 2	GSM201153.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
GSE8192GSM201167	Homo sapiens	mo	HeLa shLuc- 0min 1:  This is the sample of HeLa-shLuc cells without expression of short hairpin RNA. Strain: HeLa; Gender: Female	GSE8192GSM201167 sample	P-G8192-3	GSE8192GSM201167 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201167 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shLuc- 0min 1	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shLuc- 0min 1	GSM201167.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
GSE8192GSM201171	Homo sapiens	mo	HeLa shLuc- 0min 2:  This is the sample of HeLa-shLuc cells without expression of short hairpin RNA. Strain: HeLa; Gender: Female	GSE8192GSM201171 sample	P-G8192-3	GSE8192GSM201171 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201171 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shLuc- 0min 2	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shLuc- 0min 2	GSM201171.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
GSE8192GSM201188	Homo sapiens	mo	HeLa shLuc+ 30min 2:  This is the sample of HeLa-shLuc cells with expression of short hairpin RNA, 30 min incubation with ActD. Strain: HeLa; Gender: Female	GSE8192GSM201188 sample	P-G8192-3	GSE8192GSM201188 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201188 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shLuc+ 30min 2	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shLuc+ 30min 2	GSM201188.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
GSE8192GSM201134	Homo sapiens	mo	HeLa shRHAU- 90min 1:  This is the sample of HeLa-shRHAU cells without expression of short hairpin RNA, 90 min incubation with ActD. Strain: HeLa; Gender: Female	GSE8192GSM201134 sample	P-G8192-3	GSE8192GSM201134 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201134 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shRHAU- 90min 1	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shRHAU- 90min 1	GSM201134.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
GSE8192GSM201176	Homo sapiens	mo	HeLa shLuc- STV 3:  This is the sample of HeLa-shLuc cells without expression of short hairpin RNA, cultured 24 hrs in serum-depleted medium. Strain: HeLa; Gender: Female	GSE8192GSM201176 sample	P-G8192-3	GSE8192GSM201176 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201176 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shLuc- STV 3	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shLuc- STV 3	GSM201176.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
GSE8192GSM201173	Homo sapiens	mo	HeLa shLuc+ 0min 2:  This is the sample of HeLa-shLuc cells with expression of short hairpin RNA . Strain: HeLa; Gender: Female	GSE8192GSM201173 sample	P-G8192-3	GSE8192GSM201173 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201173 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shLuc+ 0min 2	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shLuc+ 0min 2	GSM201173.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
GSE8192GSM201168	Homo sapiens	mo	HeLa shLuc- STV 1:  This is the sample of HeLa-shLuc cells without expression of short hairpin RNA, cultured 24 hrs in serum-depleted medium. Strain: HeLa; Gender: Female	GSE8192GSM201168 sample	P-G8192-3	GSE8192GSM201168 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201168 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shLuc- STV 1	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shLuc- STV 1	GSM201168.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
GSE8192GSM201155	Homo sapiens	mo	HeLa shRHAU- 90min 2:  This is the sample of HeLa-shRHAU cells without expression of short hairpin RNA, 90 min incubation with ActD. Strain: HeLa; Gender: Female	GSE8192GSM201155 sample	P-G8192-3	GSE8192GSM201155 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201155 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shRHAU- 90min 2	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shRHAU- 90min 2	GSM201155.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
GSE8192GSM201186	Homo sapiens	mo	HeLa shLuc- 120min 2:  This is the sample of HeLa-shLuc cells without expression of short hairpin RNA, 120 min incubation with ActD. Strain: HeLa; Gender: Female	GSE8192GSM201186 sample	P-G8192-3	GSE8192GSM201186 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201186 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shLuc- 120min 2	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shLuc- 120min 2	GSM201186.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
GSE8192GSM201170	Homo sapiens	mo	HeLa shLuc+ STV 1:  This is the sample of HeLa-shLuc cells with expression of short hairpin RNA, cultured 24 hrs in serum-depleted medium. Strain: HeLa; Gender: Female	GSE8192GSM201170 sample	P-G8192-3	GSE8192GSM201170 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201170 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shLuc+ STV 1	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shLuc+ STV 1	GSM201170.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
GSE8192GSM201181	Homo sapiens	mo	HeLa shLuc- 60min 1:  This is the sample of HeLa-shLuc cells without expression of short hairpin RNA, 60 min incubation with ActD. Strain: HeLa; Gender: Female	GSE8192GSM201181 sample	P-G8192-3	GSE8192GSM201181 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201181 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shLuc- 60min 1	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shLuc- 60min 1	GSM201181.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
GSE8192GSM201166	Homo sapiens	mo	HeLa shRHAU+ STV 3:  This is the sample of HeLa-shRHAU cells with expression of short hairpin RNA, cultured 24 hrs in serum-depleted medium. Strain: HeLa; Gender: Female	GSE8192GSM201166 sample	P-G8192-3	GSE8192GSM201166 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201166 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shRHAU+ STV 3	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shRHAU+ STV 3	GSM201166.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
GSE8192GSM201160	Homo sapiens	mo	HeLa shRHAU+ 60min 2:  This is the sample of HeLa-shRHAU cells with expression of short hairpin RNA, 60 min incubation with ActD. Strain: HeLa; Gender: Female	GSE8192GSM201160 sample	P-G8192-3	GSE8192GSM201160 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201160 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shRHAU+ 60min 2	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shRHAU+ 60min 2	GSM201160.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
GSE8192GSM201151	Homo sapiens	mo	HeLa shRHAU- 0min 2:  This is the sample of HeLa-shRHAU cells without expression of short hairpin RNA, . Strain: HeLa; Gender: Female	GSE8192GSM201151 sample	P-G8192-3	GSE8192GSM201151 extract	total_RNA	The MGED Ontology	P-G8192-1	GSE8192GSM201151 LE	biotin	synthetic_RNA	The MGED Ontology	Affymetrix:Protocol:Hybridization-Unknown	HeLa shRHAU- 0min 2	A-AFFY-44	ArrayExpress	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-44	P-AFFY-6	HeLa shRHAU- 0min 2	GSM201151.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.raw.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	Affymetrix:Protocol:ExpressionStat	E-GEOD-8192-processed-data-1631375922.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-8192/E-GEOD-8192.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/query/dataselection?expid=1631344223	
